Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-08-04 14:54:31,"Treino A",1h 8m,"Running (Treadmill)",1,0,0,3.7175754,1027,"","",0
2022-08-04 14:54:31,"Treino A",1h 8m,"Crunch",1,0,20,0,0,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Crunch",2,0,20,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Crunch",3,0,20,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Crunch",4,0,20,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Crunch",5,0,20,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Lat Pulldown (Cable)",1,25.0,12,0,0,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Lat Pulldown (Cable)",2,25.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Lat Pulldown (Cable)",3,30.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Seated Row (Cable)",1,20.0,12,0,0,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Seated Row (Cable)",2,20.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Seated Row (Cable)",3,20.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Running (Treadmill)",1,0,0,1.46,702,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Cable)",1,15.0,12,0,0,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Cable)",2,15.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Cable)",3,10.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Dumbbell)",1,7.0,12,0,0,"",,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Dumbbell)",2,7.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Bicep Curl (Dumbbell)",3,7.0,12,0,0,,,0
2022-08-04 14:54:31,"Treino A",1h 8m,"Triceps Extension",1,15.0,12,0,0,"",,0
2022-08-06 16:03:22,"Morning Workout",53m,"Running (Treadmill)",1,0,0,3.7175754,900,"","",0
2022-08-06 16:03:22,"Morning Workout",53m,"Stiff Leg Deadlift (Barbell)",1,10.0,12,0,0,"",,0
2022-08-06 16:03:22,"Morning Workout",53m,"Stiff Leg Deadlift (Barbell)",2,12.0,12,0,0,,,0
2022-08-06 16:03:22,"Morning Workout",53m,"Stiff Leg Deadlift (Barbell)",3,12.0,12,0,0,,,0
2022-08-06 16:03:22,"Morning Workout",53m,"Hip Thrust (Barbell)",1,14.0,12,0,0,"",,0
2022-08-06 16:03:22,"Morning Workout",53m,"Hip Thrust (Barbell)",2,15.0,12,0,0,,,0
2022-08-06 16:03:22,"Morning Workout",53m,"Hip Thrust (Barbell)",3,15.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Running (Treadmill)",1,0,0,2.43,900,"","",0
2022-08-08 15:48:46,"Treino A",1h 21m,"Crunch",1,0,12,0,0,"",,
2022-08-08 15:48:46,"Treino A",1h 21m,"Crunch",2,0,12,0,0,,,
2022-08-08 15:48:46,"Treino A",1h 21m,"Crunch",3,0,12,0,0,,,
2022-08-08 15:48:46,"Treino A",1h 21m,"Seated Row (Cable)",1,25.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Seated Row (Cable)",2,30.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Seated Row (Cable)",3,30.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Lat Pulldown (Cable)",1,25.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Lat Pulldown (Cable)",2,20.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Lat Pulldown (Cable)",3,20.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Running (Treadmill)",1,0,0,2.0,600,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Cable)",1,20.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Cable)",2,20.0,10,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Cable)",3,10.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Dumbbell)",1,5.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Dumbbell)",2,5.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Bicep Curl (Dumbbell)",3,5.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Chest Fly",1,15.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Chest Fly",2,15.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Chest Fly",3,20.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension",1,15.0,15,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension",2,15.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension",3,15.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension (Dumbbell)",1,5.0,12,0,0,"",,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension (Dumbbell)",2,5.0,12,0,0,,,0
2022-08-08 15:48:46,"Treino A",1h 21m,"Triceps Extension (Dumbbell)",3,5.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Running (Treadmill)",1,0,0,2.0,900,"","",0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Press",1,50.0,12,0,0,"",,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Press",2,60.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Press",3,60.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Extension (Machine)",1,7.0,12,0,0,"",,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Extension (Machine)",2,7.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Leg Extension (Machine)",3,7.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hip Abductor (Machine)",2,30.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hip Abductor (Machine)",3,30.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Squat (Barbell)",1,10.0,12,0,0,"",,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Squat (Barbell)",2,10.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hack Squat",1,40.0,12,0,0,"",,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hack Squat",2,40.0,12,0,0,,,0
2022-08-09 15:02:33,"Treino C",1h 25m,"Hack Squat",3,40.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Running (Treadmill)",1,0,0,3.7175754,900,"","",0
2022-08-11 15:02:43,"Treino C",1h 27m,"Stiff Leg Deadlift (Barbell)",1,12.0,12,0,0,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Stiff Leg Deadlift (Barbell)",2,12.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Stiff Leg Deadlift (Barbell)",3,14.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Hip Thrust (Barbell)",1,14.0,12,0,0,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Hip Thrust (Barbell)",2,15.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Hip Thrust (Barbell)",3,15.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Lying Leg Curl (Machine)",1,20.0,12,0,0,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Lying Leg Curl (Machine)",2,20.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Lying Leg Curl (Machine)",3,20.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Standing Calf Raise (Bodyweight)",1,0,25,0,0,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Standing Calf Raise (Bodyweight)",2,0,25,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Standing Calf Raise (Bodyweight)",3,0,25,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"hip extension",1,7.0,12,0,0,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"hip extension",2,7.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"hip extension",3,7.0,12,0,0,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Running (Treadmill)",1,0,0,0,900,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Plank",1,0,0,0,42,"",,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Plank",2,0,0,0,50,,,0
2022-08-11 15:02:43,"Treino C",1h 27m,"Plank",3,0,0,0,50,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Running (Treadmill)",1,0,0,2.0,900,"","",0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Press",1,65.0,12,0,0,"",,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Press",2,65.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Press",3,65.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Extension (Machine)",1,9.0,12,0,0,"",,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Extension (Machine)",2,9.0,15,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Leg Extension (Machine)",3,9.0,15,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hip Abductor (Machine)",2,35.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hip Abductor (Machine)",3,35.0,10,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Squat (Barbell)",1,10.0,12,0,0,"",,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Squat (Barbell)",2,10.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Squat (Barbell)",3,10.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hack Squat",1,40.0,12,0,0,"",,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hack Squat",2,40.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Hack Squat",3,40.0,12,0,0,,,0
2022-08-12 14:02:50,"Treino B",1h 29m,"Running (Treadmill)",1,0,0,0,1500,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Running (Treadmill)",1,0,0,2.43,960,"","",0
2022-08-13 14:13:51,"Treino C",1h 47m,"Stiff Leg Deadlift (Barbell)",1,12.0,12,0,0,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Stiff Leg Deadlift (Barbell)",2,12.0,12,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Stiff Leg Deadlift (Barbell)",3,12.0,15,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Hip Thrust (Barbell)",1,14.0,15,0,0,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Hip Thrust (Barbell)",2,14.0,18,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Hip Thrust (Barbell)",3,14.0,15,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Lying Leg Curl (Machine)",1,25.0,12,0,0,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Lying Leg Curl (Machine)",2,25.0,12,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Lying Leg Curl (Machine)",3,25.0,12,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Standing Calf Raise (Bodyweight)",1,0,25,0,0,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Standing Calf Raise (Bodyweight)",2,0,25,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Standing Calf Raise (Bodyweight)",3,0,25,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"hip extension",1,7.0,12,0,0,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"hip extension",2,7.0,12,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"hip extension",3,7.0,12,0,0,,,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Running (Treadmill)",1,0,0,4.0,1500,"",,0
2022-08-13 14:13:51,"Treino C",1h 47m,"Plank",1,0,0,0,42,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Running (Treadmill)",1,0,0,2.43,900,"","",0
2022-08-15 19:55:17,"Treino A",1h 38m,"Seated Row (Cable)",1,25.0,12,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Seated Row (Cable)",2,25.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Seated Row (Cable)",3,25.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Lat Pulldown (Cable)",1,25.0,15,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Lat Pulldown (Cable)",2,30.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Lat Pulldown (Cable)",3,30.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Running (Treadmill)",1,0,0,2.0,600,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Cable)",1,15.0,12,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Cable)",2,20.0,10,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Cable)",3,15.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Dumbbell)",1,5.0,15,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Dumbbell)",2,8.0,10,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Bicep Curl (Dumbbell)",3,8.0,11,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Chest Fly",1,20.0,12,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Chest Fly",2,15.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Chest Fly",3,15.0,14,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension",1,20.0,12,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension",2,20.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension",3,20.0,12,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension (Dumbbell)",1,5.0,15,0,0,"",,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension (Dumbbell)",2,5.0,15,0,0,,,0
2022-08-15 19:55:17,"Treino A",1h 38m,"Triceps Extension (Dumbbell)",3,5.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Running (Treadmill)",1,0,0,4.0,1500,"","",0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Press",1,70.0,12,0,0,"",,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Press",2,70.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Press",3,70.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Extension (Machine)",1,10.0,12,0,0,"",,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Extension (Machine)",2,10.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Leg Extension (Machine)",3,10.0,15,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hip Abductor (Machine)",2,30.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hip Abductor (Machine)",3,35.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Squat (Barbell)",1,10.0,12,0,0,"",,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Squat (Barbell)",2,10.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Squat (Barbell)",3,10.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hack Squat",1,30.0,12,0,0,"",,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hack Squat",2,35.0,12,0,0,,,0
2022-08-16 14:24:54,"Treino B",1h 20m,"Hack Squat",3,40.0,15,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Running (Treadmill)",1,0,0,2.43,960,"","",0
2022-08-17 13:48:24,"Treino C",52m,"Stiff Leg Deadlift (Barbell)",1,12.0,12,0,0,"",,0
2022-08-17 13:48:24,"Treino C",52m,"Stiff Leg Deadlift (Barbell)",2,12.0,12,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Stiff Leg Deadlift (Barbell)",3,12.0,15,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Hip Thrust (Barbell)",1,16.0,13,0,0,"",,0
2022-08-17 13:48:24,"Treino C",52m,"Hip Thrust (Barbell)",2,16.0,13,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Hip Thrust (Barbell)",3,16.0,15,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Lying Leg Curl (Machine)",1,25.0,12,0,0,"",,0
2022-08-17 13:48:24,"Treino C",52m,"Lying Leg Curl (Machine)",2,30.0,11,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Lying Leg Curl (Machine)",3,30.0,8,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Standing Calf Raise (Bodyweight)",1,0,30,0,0,"",,0
2022-08-17 13:48:24,"Treino C",52m,"Standing Calf Raise (Bodyweight)",2,0,28,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"Standing Calf Raise (Bodyweight)",3,0,30,0,0,,,0
2022-08-17 13:48:24,"Treino C",52m,"hip extension",1,7.0,12,0,0,"",,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Running (Treadmill)",1,0,0,2.3,900,"","",0
2022-08-18 15:43:00,"Treino A",1h 8m,"Seated Row (Cable)",1,25.0,12,0,0,"",,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Seated Row (Cable)",2,30.0,12,0,0,,,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Seated Row (Cable)",3,30.0,12,0,0,,,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Lat Pulldown (Cable)",1,25.0,12,0,0,"",,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Lat Pulldown (Cable)",2,25.0,12,0,0,,,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Lat Pulldown (Cable)",3,25.0,12,0,0,,,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Running (Treadmill)",1,0,0,2.0,600,"",,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Bicep Curl (Cable)",1,15.0,12,0,0,"",,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Bicep Curl (Cable)",2,20.0,10,0,0,,,0
2022-08-18 15:43:00,"Treino A",1h 8m,"Bicep Curl (Cable)",3,10.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Running (Treadmill)",1,0,0,4.0,1500,"","",0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Press",1,70.0,12,0,0,"",,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Press",2,70.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Press",3,70.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Extension (Machine)",1,10.0,12,0,0,"",,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Extension (Machine)",2,10.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Leg Extension (Machine)",3,15.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hip Abductor (Machine)",2,30.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hip Abductor (Machine)",3,30.0,15,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Squat (Barbell)",1,10.0,15,0,0,"",,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Squat (Barbell)",2,10.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Squat (Barbell)",3,10.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hack Squat",1,40.0,12,0,0,"",,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hack Squat",2,40.0,12,0,0,,,0
2022-08-19 14:34:33,"Treino B",1h 41m,"Hack Squat",3,40.0,12,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Running (Treadmill)",1,0,0,3.0,900,"","",0
2022-08-22 14:50:20,"Treino C",1h 17m,"Stiff Leg Deadlift (Barbell)",1,14.0,15,0,0,"",,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Stiff Leg Deadlift (Barbell)",2,14.0,15,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Stiff Leg Deadlift (Barbell)",3,14.0,15,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Hip Thrust (Barbell)",1,18.0,15,0,0,"",,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Hip Thrust (Barbell)",2,18.0,18,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Hip Thrust (Barbell)",3,18.0,20,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Lying Leg Curl (Machine)",1,20.0,12,0,0,"",,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Lying Leg Curl (Machine)",2,25.0,12,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Lying Leg Curl (Machine)",3,30.0,12,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Standing Calf Raise (Bodyweight)",1,0,30,0,0,"",,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Standing Calf Raise (Bodyweight)",2,0,30,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Standing Calf Raise (Bodyweight)",3,0,25,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"hip extension",1,10.0,12,0,0,"",,0
2022-08-22 14:50:20,"Treino C",1h 17m,"hip extension",2,10.0,12,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"hip extension",3,15.0,12,0,0,,,0
2022-08-22 14:50:20,"Treino C",1h 17m,"Running (Treadmill)",1,0,0,2.0,600,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Running (Treadmill)",1,0,0,2.0,900,"","",0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Press",1,70.0,12,0,0,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Press",2,70.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Press",3,70.0,10,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Extension (Machine)",1,20.0,12,0,0,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Extension (Machine)",2,20.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Leg Extension (Machine)",3,20.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hip Abductor (Machine)",2,30.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hip Abductor (Machine)",3,30.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Squat (Barbell)",1,10.0,12,0,0,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Squat (Barbell)",2,10.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Squat (Barbell)",3,10.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hack Squat",1,35.0,12,0,0,"",,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hack Squat",2,35.0,12,0,0,,,0
2022-08-23 14:57:17,"Treino B",1h 13m,"Hack Squat",3,35.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Running (Treadmill)",1,0,0,2.5,900,"","",0
2022-08-27 22:54:15,"Treino A",1h 42m,"Seated Row (Cable)",1,30.0,12,0,0,"",,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Seated Row (Cable)",2,30.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Seated Row (Cable)",3,30.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Lat Pulldown (Cable)",1,25.0,12,0,0,"",,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Lat Pulldown (Cable)",2,20.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Lat Pulldown (Cable)",3,20.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Running (Treadmill)",1,0,0,2.0,600,"",,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Bicep Curl (Cable)",1,15.0,12,0,0,"",,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Bicep Curl (Cable)",2,15.0,12,0,0,,,0
2022-08-27 22:54:15,"Treino A",1h 42m,"Bicep Curl (Cable)",3,15.0,12,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Running (Treadmill)",1,0,0,2.0,900,"","",0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Press",1,70.0,20,0,0,"",,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Press",2,70.0,20,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Press",3,70.0,20,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Extension (Machine)",1,20.0,18,0,0,"",,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Extension (Machine)",2,20.0,18,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Leg Extension (Machine)",3,25.0,18,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Hip Abductor (Machine)",1,30.0,12,0,0,"",,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Hip Abductor (Machine)",2,30.0,12,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Hip Abductor (Machine)",3,35.0,12,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Squat (Barbell)",1,16.0,12,0,0,"",,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Squat (Barbell)",2,16.0,12,0,0,,,0
2022-08-29 14:05:09,"Treino B",1h 24m,"Squat (Barbell)",3,16.0,12,0,0,,,0
